id,@id,access,access:covid19,addr:city,addr:country,addr:floor,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:street,addr:suburb,air_conditioning,alt_name,amenity,area,artwork_type,bar,bench,bicycle,bin,board_type,branch,brewery,brewery:Pils,brewery:Weizen,brewery:helles,brewery:pils,brewery:weizen,bridge,bridge:structure,building,building:colour,building:levels,building:part,bus,capacity,capacity:biergarten,capacity:disabled,capacity:pub,changing_table,changing_table:location,check_date,check_date:cycleway:surface,check_date:opening_hours,check_date:smoking,check_date:toilets:wheelchair,class:bicycle,clothes,club,cocktails,colour,comment,contact:email,contact:facebook,contact:fax,contact:instagram,contact:mobile,contact:phone,contact:twitter,contact:website,contact:yelp,content,craft,created_by,cruising,cuisine,currency:EUR,currency:XBT,cycleway:both,cycleway:left,cycleway:right,cycleway:surface,delivery,delivery_hours,description,description:de,designation,destination,destination:colour,destination:lanes,destination:ref,destination:symbol,diet:halal,diet:kosher,diet:vegan,diet:vegetarian,disused:amenity,disused:shop,drink:beer,drink:club-mate,drink:coffee,drink:tea,drink:wine,drive_through,dual_carriageway,ele,email,end_date,entrance,est_height,event,fax,fee,fee:icom_member,female,fetish:bears,fetish:jeans,fetish:leather,fetish:rubber,fetish:sneakers,fetish:uniform,fixme,food,foot,footway:surface,from,full_name,gambling,games,gtfs:feed,gtfs:route_id,gtfs:shape_id,gtfs:trip_id:like,gtfs:trip_id:sample,hairdresser,happy_hours,healthcare,healthcare:speciality,height,heritage,heritage:operator,hgv,highway,historic,horse,identity,image,incline,indoor,indoor_seating,industrial,information,inscription,instagram,interaction,internet_access,internet_access:fee,internet_access:ssid,karaoke,kerb,kerb:height,landuse,lane_markings,lanes,layer,leisure,level,lgbtq,lgbtq:men,lit,live_music,loc_name,location,lockable,male,man_made,mapillary,material,max_age,maxheight,maxspeed,maxspeed:type,memorial,microbrewery,min_age,mobile,moped,motor_vehicle,motorcar,motorroad,music_genre,mvv:zone,name,name:de,name:en,name:etymology,name:etymology:wikidata,name:it,name:ru,name:signed,name:zh,narrow,network,network:area,network:guid,network:short,network:wikidata,network:wikipedia,nohousenumber,note,office,official_name,old_name,old_opening_hours,old_website,oneway,opening_hours,opening_hours:covid19,opening_hours:kitchen,opening_hours:signed,opening_hours:url,operator,operator:short,operator:type,organic,origin,outdoor_area,outdoor_seating,parking:both,parking:both:restriction,parking:condition:both,parking:lane:both,parking:left,parking:left:fee,parking:left:orientation,parking:right,parking:right:restriction,payment:american_express,payment:apple_pay,payment:cards,payment:cash,payment:coins,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:electronic_purses,payment:girocard,payment:google_pay,payment:lightning,payment:lightning_contactless,payment:maestro,payment:mastercard,payment:none,payment:notes,payment:onchain,payment:qr_code,payment:satispay,payment:unionpay,payment:v_pay,payment:visa,phone,placement,platform:width,postal_code,preschool,product,public_transport,public_transport:version,railway,ref,ref:BLfD,ref:IFOPT,ref:vatin,ref_trips,reservation,roof:colour,roof:height,roof:levels,roof:material,roof:shape,room,route,route:category,seasonal,seats,second_hand,segregated,self_service,service:electricity,share_taxi,shelter,shisha,shop,short_name,shoulder,sidewalk,sidewalk:both,sidewalk:left,sidewalk:right,sidewalk:right:width,smoking,smoking:outside,smoothness,social_facility,social_facility:for,source,source:maxspeed,source_ref,sport,stars,start_date,station,subway,surface,tactile_paving,takeaway,temporary:amenity,terrace,theme,tmc,to,toilets,toilets:access,toilets:wheelchair,tourism,traffic_sign,train,tunnel,turn:lanes,type,unsigned,website,website:menu,wheelchair,wheelchair:description,width,wifi,wikidata,wikimedia_commons,wikipedia,yelp,zone:maxspeed,@geometry,geometry,city_source,source_crs
relation/15508403,relation/15508403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#005262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neuperlach Süd (S/U),,,,DE-BY-MVV,mvv-16-4900-1,,,mvv-16-4900-1-1-8-H-1-MoThFr-9-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ruftaxi 4900: Neuperlach Süd (S/U) => Berganger, Braunautal",,,,,,,,,,Münchner Verkehrs- und Tarifverbund,,DE-BY-MVV,MVV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4900,,,,1.T0.16-490-0-s23-1.1.H,,,,,,,,share_taxi,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berganger, Braunautal",,,,,,,,,route,,https://www.mvv-muenchen.de/mobilitaetsangebote/bedarfsverkehr/index.html,,,,,,,,,,,center,POINT (11.78068 48.021392),Munich,EPSG:4326
relation/17383261,relation/17383261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-10,,,,,,,,,#00465A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasing Bahnhof (S/R),,,,DE-BY-MVG,3-159-G-015-1,3-159-G-015-1.2.R,%3-159-G-015-1.2.R,1.T3.3-159-G-015-1.2.R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus 159: Pasing Bahnhof (S/R) => Paulaner Brauerei,,,,,,,,,,Münchner Verkehrs- und Tarifverbund,city,DE-BY-MVV,MVV,Q259000,de:Münchner Verkehrs- und Tarifverbund,,http://wiki.openstreetmap.org/wiki/M%C3%BCnchen/Transportation#StadtBus,,,,,,,,,,,,Münchner Verkehrsgesellschaft,MVG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,159,,,,,,,,,,,,bus,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paulaner Brauerei,,,,,,,,,route,,https://www.mvv-muenchen.de/,,,,,,,,,,,center,POINT (11.447942 48.163288),Munich,EPSG:4326
relation/17383262,relation/17383262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-10,,,,,,,,,#00465A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paulaner Brauerei,,,,DE-BY-MVG,3-159-G-015-1,3-159-G-015-1.5.H,%3-159-G-015-1.5.H,38.T0.3-159-G-015-1.5.H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bus 159: Paulaner Brauerei => Pasing Bahnhof (S/R),,,,,,,,,,Münchner Verkehrs- und Tarifverbund,city,DE-BY-MVV,MVV,Q259000,de:Münchner Verkehrs- und Tarifverbund,,http://wiki.openstreetmap.org/wiki/M%C3%BCnchen/Transportation#StadtBus,,,,,,,,,,,,Münchner Verkehrsgesellschaft,MVG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,159,,,,,,,,,,,,bus,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasing Bahnhof (S/R),,,,,,,,,route,,https://www.mvv-muenchen.de/,,,,,,,,,,,center,POINT (11.448076 48.162666),Munich,EPSG:4326
way/18778395,way/18778395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,30,,,,,,,,,,,,Bierbaumstraße,,,Otto Julius Bierbaum,Q64001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,separate,,,,,,,,,,DE:zone30,,,,,,,asphalt,,,,,,,,,,,,DE:274.1[30],,,,,,,,,,,,,,,,DE:30,center,POINT (11.449848 48.139914),Munich,EPSG:4326
way/19371758,way/19371758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,30,,,,,,,,,,,,Braunstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,half_on_kerb,no,parallel,no,no_stopping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,DE:zone:30,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.550013 48.087852),Munich,EPSG:4326
way/22560334,way/22560334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,living_street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Bieringer-Weg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.450688 48.19024),Munich,EPSG:4326
way/23411279,way/23411279,,,München,DE,,,3,,81669,Simon-Knoll-Platz,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Städtische Berufsschule für das Hotel, Gaststätten- und Braugewerbe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Landeshauptstadt München,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://bsgastro.musin.de/,,,,,,,,,,,center,POINT (11.59205 48.125676),Munich,EPSG:4326
way/23462952,way/23462952,,,,,,,,,,,,,,biergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zum Flaucher - Biergarten,,,,,,,,,,,,,,,,,,,,,,,,"""Betrieb im Sommer und bei schönen Wetter""",,,,https://www.zumflaucher.de/oeffnungszeiten/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.zumflaucher.de/,,yes,,,,,,,,,center,POINT (11.557435 48.108533),Munich,EPSG:4326
way/24938989,way/24938989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,Braunmillerweg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,center,POINT (11.660999 48.106418),Munich,EPSG:4326
way/25383824,way/25383824,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,Bierführerweg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intermediate,,,,,,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.496242 48.160236),Munich,EPSG:4326
way/26756215,way/26756215,,,,,,,,,,,,,,,,,,,use_sidepath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nürnberg;München;Landshut;Ingolstadt;Dachau;Messe/ICM;Olympia-Einkaufszentrum,;white;yellow;yellow;yellow;white;white,,A 9;;;B 13;B 304;;,motorway;airport;;;;;parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary_link,,,,,,,,,,,,,,,,,,,,,1,,,,,,yes,,,,,,,,,,,60,,,,,,,,,,,,Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,separate,,,,good,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.52273 48.175784),Munich,EPSG:4326
way/28078687,way/28078687,,,München,DE,,,74,,80538,Oettingenstraße,,,,bar,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#555555,,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tivomunich.com/,,,,,,,,,,,center,POINT (11.595067 48.149289),Munich,EPSG:4326
node/28238954,node/28238954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georg-Brauchle-Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,station,,station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subway,yes,,,,,,,,,,,,,,no,,,,,,,yes,,,,Q558633,,,,,,POINT (11.529059 48.177499),Munich,EPSG:4326
way/30189672,way/30189672,,,,,,,,,,,,,,biergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlösselgarten,,,,,,,,,,,,,,,,,,,,,,,,We-Sa 11:00-23:00; Su-Tu 11:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 915452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://schlösselgarten.com/,,limited,,,,,,,,,center,POINT (11.627078 48.157978),Munich,EPSG:4326
way/30720834,way/30720834,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,DE:35345/27965,,,,,,,,,,,,,,,,,,Q1503345,,,,,center,POINT (11.534129 48.176441),Munich,EPSG:4326
way/30909675,way/30909675,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,separate,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,3,,,,,,yes,,,,,,,,,,,60,,,,,,,,,no,,,Georg-Brauchle-Ring,,,,Q108550,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,separate,,,,,,,,,,,,,,,asphalt,,,,,,DE:35345/27965,,,,,,,,,,,,,,,,,,Q1503345,,,,,center,POINT (11.532214 48.176304),Munich,EPSG:4326
way/31661004,way/31661004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,2,,,,,,yes,,,,,,,,,,,30,,,,,,,,,,,,Heinrich-Braun-Weg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,,,,1.5,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.555544 48.221797),Munich,EPSG:4326
way/32925444,way/32925444,,,,,,,,,,,,,,biergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bavarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tannengarten,,,,,,,,,,,,,,,,,,,,,,,,"Tu-Fr 16:00+; Sa,Su,PH 14:00+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.540374 48.123124),Munich,EPSG:4326
way/33646026,way/33646026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,30,,,,,,,,,,,,Braunaugenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.611743 48.209396),Munich,EPSG:4326
way/35955615,way/35955615,,,München,DE,,,1,,80939,Sondermeierstraße,,,,biergarten,,,,,,,,,Hofbräu München,,,,,,,,,,,,,3000,,,,,,,,2024-04-16,,,,,,,,,aumeister@aumeister.de,https://www.facebook.com/people/Restaurant-Biergarten-Aumeister-im-Englischen-Garten/100063974950532/,+49 89 189 314 219,,,+49 89 189 314 20,,https://www.aumeister.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aumeister,,,,,,,,,,,,,,,,,,,,,,,,May-Sep: Mo-Fr 10:00-23:00; Sa-Su 09:30-23:00,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,no,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,fine_gravel,,yes,,,,,,yes,,,,,,,,,,,,yes,,,,,Category:Aumeister,de:Aumeister,,,center,POINT (11.62035 48.185637),Munich,EPSG:4326
way/36965867,way/36965867,,,München,DE,,,6,,81379,Zielstattstraße,,,,biergarten,,,,,,,,,Augustiner,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,info@augustiner-schützengarten.de,,+49 89 724 680 89,,,+49 89 724 680 88,,https://augustiner-schuetzengarten.de,,,,,,bavarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augustiner Schützengarten,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 11:00-23:00,,,,,Christian Schretzlmeier,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,,,center,POINT (11.534791 48.104464),Munich,EPSG:4326
way/38281427,way/38281427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kiosk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weißbierschänke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.511568 48.149586),Munich,EPSG:4326
way/39541244,way/39541244,,,München,DE,,,3,,80538,Englischer Garten,,,,biergarten,,,,,,,,,Hofbräu München,,,,,,,,,,,,,7000,,,,,,2025-04-10,,2025-04-10,,,,,,,,,info@chinaturm.de,,+49 89 3838 7320,,,+49 89 3838 7320,,https://www.chinaturm.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biergarten am Chinesischen Turm,,,,,,,,,,,,,,,,,,,,,,,,Mo-Th 11:00-18:00; Fr 11:00-19:00; Sa 10:00-19:00; Su 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,Eingang via Kassenbereich möglich.,,,Q3995164,,de:Chinesischer Turm (München),,,center,POINT (11.592569 48.152506),Munich,EPSG:4326
way/39690896,way/39690896,,,München,DE,,,4,,81545,Menterschwaigstraße,,,,biergarten,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bavarian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gutshof Menterschwaige,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 15:00-22:00; Fr-Su,PH 11:30-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 2488 1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://augustinermenterschwaige.de,,limited,,,,,,,,,center,POINT (11.545467 48.082105),Munich,EPSG:4326
way/44389898,way/44389898,,,München,DE,,,2,,81369,Konrad-Celtis-Straße,,,,pub,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,center,POINT (11.533427 48.111499),Munich,EPSG:4326
way/55874199,way/55874199,,,München,DE,,,20,,81249,Dietmar-Keese-Bogen,,,,,,,,,,,,,,,,,,,,,warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Augustiner Brauerei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOP_LVA_BY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (11.4122 48.131116),Munich,EPSG:4326
