id,@id,FIXME,access,accommodation,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:postal_district,addr:postcode,addr:street,addr:substreet,addr:suburb,air_conditioning,alt_name,amenity,atm,branch,brand,brand:facebook,brand:instagram,brand:twitter,brand:website,brand:wikidata,brand:wikipedia,brand:youtube,brewery,building,building:colour,building:facade:material,building:levels,building:material,building:part,changing_table,check_date,check_date:diet:vegetarian,check_date:opening_hours,closed:amenity,cocktails,contact:email,contact:facebook,contact:instagram,contact:phone,contact:tiktok,contact:tripadvisor,contact:twitter,contact:website,contact:yelp,contact:youtube,craft,craft_beer,cuisine,description,description:it,diet:gluten_free,diet:vegan,diet:vegetarian,disused,disused:amenity,dog,drink:beer,drive_through,email,events_venue,fax,fireplace,fixme,food,former:name,games,heritage,indoor_seating,internet_access,internet_access:fee,internet_access:ssid,landuse,layer,level,lgbtq,live_music,mapillary,microbrewery,min_age,music_genre,name,name:en,name:ga,name:ko,name:zh,nohousenumber,not:brand:wikidata,note,old_name,old_name:2015,old_name:2017,old_name:2018,old_name_1,old_name_2,opening_hours,opening_hours:signed,operator,outdoor_seating,panoramax,payment:card,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,pets_allowed,phone,phone:mobile,product,real_ale,real_fire,ref:vatin,reservation,roof:colour,roof:material,roof:shape,shop,short_name,smoking,source,source:website,sport,start,start_date,takeaway,toilets,toilets:access,toilets:wheelchair,tourism,type,website,website:booking,website:menu,website:orders,wheelchair,wheelchair:description,wikidata,wikimedia_commons,wikipedia,year_built,@geometry,geometry,city_source,source_crs
way/228762046,way/228762046,,,,Dublin,,Dublin,,,165-166,,D01 XD72,Capel Street,,,,Nealon's,pub,,,,,,,,,,,,retail,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,yes,wlan,,,,,,,,,,,,Jack Nealon,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,center,POINT (-6.268193 53.346383),Dublin,EPSG:4326
way/228968680,way/228968680,,,,Dublin,,Dublin,,,1,,D02 TW84,Dame Court,,,,,pub,,,,,,,,,,,Guinness;smithwick;heineken;Budweiser,retail,,,,,,,2025-10-19,,,,,,,https://www.instagram.com/stags_head_dublin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,The Stag's Head,,,,,,,,,,,,,,Mo-Sa 11:00-24:00; Su,,Louis Fitzgerald Group,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://stagshead.ie/,,,,no,,Q16900633,"Category:Stag's Head, Dublin",en:The Stag's Head,,center,POINT (-6.263518 53.343824),Dublin,EPSG:4326
way/228968686,way/228968686,,,,Dublin,,Dublin,,,4,,D02 YD79,Dame Lane,,,,Four Dame Lane,pub,,,,,,,,,,,,retail,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Dame Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://4damelane.ie,https://4damelane.ie/bookings/,https://4damelane.ie/wp-content/uploads/2024/06/Cocktail-Menu.pdf,,limited,,,,,,center,POINT (-6.262857 53.343763),Dublin,EPSG:4326
way/229061161,way/229061161,,,,Dublin,IE,Dublin,,,140,,D01 F9R2,Capel Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,2026-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,J. McNeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,no,,,,,,center,POINT (-6.268754 53.347763),Dublin,EPSG:4326
way/229061164,way/229061164,,,,Dublin,,Dublin,,,129-131,,D01 YN83,Capel Street,,,,P Slattery,pub,,,,,,,,,,,,retail,,,,,,,2025-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,yes,,,,,,,,,,,,,Slattery’s,,,,,,,,,,,,,,Mo-Th 07:00-23:30; Fr-Sa 07:00-01:00; Su 12:30-23:30,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,limited,,,,,,center,POINT (-6.268934 53.348274),Dublin,EPSG:4326
way/229061165,way/229061165,,,,Dublin,,Dublin,,,149,,D01 T927,Capel Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,2025-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,The Boar’s Head,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,limited,,,,,,center,POINT (-6.268599 53.347374),Dublin,EPSG:4326
way/229316784,way/229316784,,,,Dublin,,Dublin,,,15,,D02 H336,William Street South,,,,The Castle Lounge,pub,,,,,,,,,,,various,retail,,,,,,,,,,,,,https://www.facebook.com/groganscastlelounge/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,J. Grogan's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,no,,,https://www.groganspub.ie,,,,yes,,,,,,center,POINT (-6.262705 53.34224),Dublin,EPSG:4326
way/229376152,way/229376152,,,,Dublin,,Dublin,,,28,,D08 VF83,Thomas Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,2025-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.281709 53.343091),Dublin,EPSG:4326
way/229456566,way/229456566,,,,Dublin,,Dublin,,,47-48,,D08 C44P,Thomas Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,@dudleyspub,,,,,,,,,,,,,,,,,,,,,info@dudleys.ie,,,,,,,,4,,,,,,,,,,,,,,Dudley’s,,,,,,,,,,,,,,,,,,,,,,,,,,+35315472307,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.278943 53.342648),Dublin,EPSG:4326
way/230101445,way/230101445,,,,Dublin,IE,Dublin,,,13,,D08 PN7C,Essex Gate,,,,,pub,,,,,,,,,,,yes,retail,,,,,,,,,,,,,LundyFoots,LundyFootsDublin,+353 1 671 1535,,14161947,,,,,,,irish;burger,,,,,,,,,,,,,,,,,,,4,yes,wlan,customers,,,,,,,,,,,Lundy Foot’s,,,,,,,,The Czech Inn,,,,,,,,Murray Pub Group,yes,,,,,,,,,,,,,,IE3867449PH,,,,,,,no,,,,,,,,,,,,https://www.lundyfoots.ie,,https://www.lundyfoots.ie/menu,,yes,,,,,,center,POINT (-6.267927 53.344939),Dublin,EPSG:4326
way/230133865,way/230133865,,,,Dublin,,Dublin,,,16-18,,D02 VR94,Parliament Street,,,,,bar,,,,,,,,,,,porterhouse,retail,,,5,,,,2025-10-19,,,,,,https://www.facebook.com/PorterhouseTempleBar,https://www.instagram.com/porterhousebrewco/,,,,@portertemple,,,,,,,,,,,,,,,,,phtemplebar@theporterhouse.ie,,,,,,,,4,yes,wlan,,,,,,,,,,,,The Porterhouse,,,포터하우스,,,,Original site of the microbrewery. Serves a number of its own brew and serves food.,,,,,,,Mo-We 11:30-24:00; Th 11:30-01:00; Fr-Sa 11:30-02:00; Su 12:00-24:00,,Porterhouse Brewing Company,yes,,,,yes,yes,,,,+35316798847,,,,,,,,,,,,,,,,,,,,,,,,https://porterhousebrewco.ie/temple-bar/,,,,yes,,Q3909038,,en:Porterhouse Brewery,,center,POINT (-6.267386 53.345138),Dublin,EPSG:4326
way/230134472,way/230134472,,,,Dublin,,Dublin,,,1-3,,D02 AN28,Parliament Street,,,,,pub,,,,,,,,,,,galway_bay;brú,apartments,,,4,,,,2026-04-10,,,,,,,@thomasreadsdublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,yes,,,,,,,,,,,,,Thomas Reads,,,,,,,,,,,,,,,,Galway Bay Brewery,yes,,,,yes,yes,yes,yes,,+35316718267,,,,,,,,,,,,,,,,,,,yes,,no,,,,,,,limited,,,,,,center,POINT (-6.267058 53.344281),Dublin,EPSG:4326
way/230357177,way/230357177,,,,Dublin,,Dublin,,,1,,D02 HW58,Johnson's Place,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,https://www.facebook.com/PetersPub/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter's Pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://peterspub.ie/,,http://peterspub.ie/food-menu.html,,,,,,,,center,POINT (-6.263217 53.340906),Dublin,EPSG:4326
way/230566047,way/230566047,,,,Dublin,,Dublin,,,1,,D02 EW93,Chatham Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,Neary’s Bar & Lounge,,,,,,,"Dublin City Council, Record of Protected Structures (2010), no. 1466",,,,,,,"Mo 11:30-22:30, Tu-Th 11:30-23:30, Fr,Sa 11:30-00:30, Su 12:30-22:00",,,,,,,,,,,,+353 1 677 8596,,,,,,,,,,,,,,,,,,,,,,,,https://www.nearys.ie,,https://www.nearys.ie/menu,,yes,,,,,,center,POINT (-6.261145 53.340691),Dublin,EPSG:4326
way/230567953,way/230567953,,,,Dublin,,Dublin,,,32,,D02 HX66,Clarendon Street,,,,,pub,,,,,,,,,,,brú;galway_bay,retail,,,4,,,,,,,,,,https://www.facebook.com/barruadublin,@barruadublin,,,,@BarRuaDublin,,,,,,,,,,,,,,,draught,,barrua@galwaybaybrewery.com,,,,,yes,,,,,,,,,,,,,,,,,Bar Rua,,,,,,,,,,,,,,,,Galway Bay Brewery,,,,,,,,,,+353 1 441 4425,,,,,,,,,,,,outside,,,,,,,,,no,,,https://galwaybaybrewery.com/barrua/,,,,limited,,,,,,center,POINT (-6.26243 53.341089),Dublin,EPSG:4326
way/230567954,way/230567954,,,,Dublin,,Dublin,,,17,,D02 X923,Chatham Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,https://www.facebook.com/sheehansbarchathamst/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,Sheehan’s,,,,,,,"Dublin City Council, Record of Protected Structures (2010), no. 1468",,,,,,,,,,,,,,,,,,,+353 1 677 1914,,,,,,,,,,,,,,,,,,,,,,,,https://sheehanspub.ie/,,https://sheehanspub.ie/food-menu/,,yes,,,,,,center,POINT (-6.261765 53.34098),Dublin,EPSG:4326
way/230613179,way/230613179,,,,Dublin,,Dublin,,,9,,D02 NY88,Anne Street South,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kehoe’s Pub,,,,,,,,,,,,,,"10:00-23:00; Fr,Sa 10:00-01:00",,Louis Fitzgerald Group,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,https://kehoesdublin.ie,,,,limited,,,,,,center,POINT (-6.259443 53.341238),Dublin,EPSG:4326
way/230948516,way/230948516,,,,Clontarf,IE,Dublin,,,73,,D03 EP93,Clontarf Road,,,,,pub,,,,,,,,,,,,retail,,,2,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,The Yacht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,https://theyachtbar.ie/,,,,yes,,,,,,center,POINT (-6.215153 53.36175),Dublin,EPSG:4326
way/231199022,way/231199022,,,,Dublin,,Dublin,,,1,,D02 HY07,Merrion Row,,,,O'Reilly's,pub,,,,,,,,,,,,yes,,,,,,,2026-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,JL O'Neill,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,no,,,https://www.foleys.ie/,,https://www.foleys.ie/Kitchen-at-Foleys,,limited,,,,,,center,POINT (-6.253772 53.338324),Dublin,EPSG:4326
way/231265715,way/231265715,,,,Dublin,,Dublin,,,18-19,,D02 VA43,Lincoln Place,,,,,pub,,,,,,,,,,,,retail,,,,,,,2025-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,yes,,,,,,,,,,,,,Lincoln’s Inn,,,,,,,,,,,,,,Mo-Th 12:00-22:00; Fr 12:00-22:30; Sa 12:00-21:00,,,no,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.252515 53.342023),Dublin,EPSG:4326
way/233243884,way/233243884,,,,Dublin,,Dublin,,,76-77,,D02 R206,Fitzwilliam Lane,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,McGrattan’s Café Bar,,,,,,,,,,,,,,Mo-Sa 10:30-23:30; Su 11:30-23:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,center,POINT (-6.251159 53.338597),Dublin,EPSG:4326
way/233506997,way/233506997,,,,,,,,,6-8,,,Vernon Avenue,,,,,,,,O'Briens,,,,https://www.obrienswine.ie/,Q113151266,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,clontarf@obrienswine.ie,,,,,,,,,,,,,,,,,,,,,,O'Briens,,,,,,,,,,,,,,,,O'Briens Wine,,,,,,,,,,+353 1 818 6071,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.196135 53.3599),Dublin,EPSG:4326
way/233507006,way/233507006,,,,Clontarf,,Dublin,,,198,,D03 Y974,Clontarf Road,,,,The Sheds,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connolly’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.195539 53.359192),Dublin,EPSG:4326
way/233516827,way/233516827,,,,Dublin,,Dublin,,,12A,,D01 X593,Abbey Street Lower,,,,,pub,,,Wetherspoon,,,,,Q6109362,en:Wetherspoons,,,retail,,,2,,,,2025-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,The Silver Penny,,,,,,,"Dublin City Council, Record of Protected Structures (2010), no. 5",,,,,,,,,Wetherspoons,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,https://www.jdwetherspoon.com/pubs/all-pubs/republic-of-ireland/county-dublin/the-silver-penny-dublin,,https://order.jdwetherspoon.com/venue/jdw/7380/menus,,,,,,,,center,POINT (-6.256527 53.349103),Dublin,EPSG:4326
way/233666288,way/233666288,,,,Dublin,,Dublin,,,9-10,,D01 XV66,Jervis Street,,,,,pub,,,,,,,,,,,,retail,,,3,,,,2025-10-19,,,,,tpsmithsjervisst@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,T.P. Smith’s,,,,,,,,,,,,,,,,,yes,,,,,,,,,+353 1 878 2067,,,,,,,,,,,,,,,,,,no,,,no,,,https://tpsmiths.ie/,,,,limited,,,,,,center,POINT (-6.265962 53.347476),Dublin,EPSG:4326
way/233790935,way/233790935,,,,Dublin,,Dublin,,,10-11,,D01 C1X4,O'Connell Street Lower,,,,,pub,,,,,,,,,,,,retail,,,,,,,2025-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,4,yes,,,,,,,,,,,,,The Grand Central Bar,,,,,,,,,,,,,,,,Louis Fitzgerald Group,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,https://grandcentral.ie/,,https://grandcentral.ie/menus/,,no,,,,,,center,POINT (-6.259188 53.348322),Dublin,EPSG:4326
way/233791356,way/233791356,,,,Dublin,,,,,10,,,Eden Quay,,,,,bar,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,yes,,,,,,,,,,,,,Clifton Court Bar,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.257999 53.348),Dublin,EPSG:4326
way/233791363,way/233791363,,,,Dublin,,Dublin,,Clifton Court Hotel,10-11,,D01 V6F4,Eden Quay,,,,,bar,,,,,,,,,,,,retail,,,,,,,,,,,,,https://www.facebook.com/Lanigans-Pub-Eden-Quay-118538598185238/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,Lanigan’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.257901 53.348022),Dublin,EPSG:4326
way/233801731,way/233801731,,,,Dublin,,Dublin,,,28,,D01 DE44,Eden Quay,,,,,pub,,,,,,,,,,,,retail,,,4,,,,2025-10-20,,,,,,https://www.facebook.com/thewileyfox,,,,,,,,,,,,,,,yes,yes,,,,,,info@thewileyfox.ie,,,,,yes,,,4,,,,,,,,,,,,,,The Wiley Fox,,,,,,,,The Pint,,,,,,,,,,,,,,,,,,+35315440900,,,,,,,,,flat,,,,,,,,,,,,,,,https://thewileyfox.ie/,,,,,,,,,,center,POINT (-6.255966 53.348344),Dublin,EPSG:4326
way/233804973,way/233804973,,,,Dublin,IE,Dublin,,,35,,D01 C3N0,Liffey Street Lower,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Grand Social,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,yes,,,,,,,limited,,,,,,center,POINT (-6.263521 53.346856),Dublin,EPSG:4326
way/234082876,way/234082876,,,,Dublin,,Dublin,,,43-44,,D02 YC83,Baggot Street Lower,,,,Maher’s,pub,,,,,,,,,,,,retail,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,pub,,,,,,,,,yes,,,4,,,,,,,,,,,,,,The Star Bar,,,,,,,"Dublin City Council, Record of Protected Structures (2010), no. 366",Larry Murphy's pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.248703 53.336836),Dublin,EPSG:4326
way/239198137,way/239198137,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ashtons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.237115 53.315955),Dublin,EPSG:4326
way/244989701,way/244989701,,,,Dublin,IE,Dublin,,,36-37,,D02 VX62,Pearse Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,O’Neill’s of Pearse Street,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.oneillsdublin.com/oneills-pub,,https://www.oneillsdublin.com/oneills-pub/lunch-menu/bar-menu,,limited,,,,,,center,POINT (-6.252399 53.344922),Dublin,EPSG:4326
way/244989703,way/244989703,,,,Dublin,IE,Dublin,,,37B,,D02 N966,Pearse Street,,,yes,,pub,,,,,,,,,,,various,retail,,,,,,,2026-05-06,,,,,,,@MossLaneDublin,,,,@MossLaneDublin,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Moss Lane,,,,,,,,The Trinity Inn,,,,,,"Mo-Th 12:30-24:00,Fr-Sa 12:30-01:00",,,yes,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,outside,,,,,,,yes,,,,,,,,,,,,,,,center,POINT (-6.252096 53.344875),Dublin,EPSG:4326
way/245124093,way/245124093,,,,Dublin,,Dublin,,,9,,D01 H6P1,Abbey Street Lower,,,,,pub,,,,,,,,,,,Trouble Brewing;Kinnegar,retail,,,,,,,2025-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,yes,,,,,,,,,,,,,The Flowing Tide,,,,,,,"Dublin CIty Council, Record of Protected Structures (2010), no. 2",,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,isolated,local_knowledge,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.257835 53.348842),Dublin,EPSG:4326
way/249212894,way/249212894,,,,Dublin,,Dublin,,,139,,D02 N231,Baggot Street Lower,,,,Toner’s,pub,,,,,,,,,,,,retail,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,James Toner,,,,,,,"Dublin City Council, Registry of Protected Structures (2010), no. 433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,center,POINT (-6.252485 53.337706),Dublin,EPSG:4326
way/249263084,way/249263084,,,,Dublin,,Dublin,,,7-8,,D02 KX36,Harry Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,Bruxelles,,,,,,,,,,,,,,,,Louis Fitzgerald Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,https://bruxelles.ie/,,https://bruxelles.ie/menus/,,no,,,,,,center,POINT (-6.260845 53.341372),Dublin,EPSG:4326
way/249268180,way/249268180,,,,Dublin,,Dublin,,,16,,D02 FD26,Trinity Street,,,,,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Bankers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.262478 53.343964),Dublin,EPSG:4326
node/249426205,node/249426205,,,,Dublin,,,,,16,,,Malahide Road,,,,,pub,,,,,,,,,,,Carlsberg;Bulmers;Heineken,,,,,,,,,,,,,,https://www.facebook.com/kavanaghsmarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,Marino House (Kavanagh's),,,,,,,,,,,,,,"Mo-Th 10:30-23:30, Fr-Sa 10:30-00:30, Su 12:30-23:00",,,,,,,,,,,,+353 1 8332786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.228816 53.365756),Dublin,EPSG:4326
way/250345931,way/250345931,,,,Dublin,,Dublin,,,31-32,,D02 Y523,Pembroke Street Lower,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt the Thresher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://matts.ie/,https://matts.ie/bookings/,https://matts.ie/menu/,,yes,,,,,,center,POINT (-6.251591 53.336988),Dublin,EPSG:4326
way/250501870,way/250501870,,,,Dublin,IE,Dublin,,,52,,D01 W9H6,Middle Abbey Street,,,,,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,https://www.facebook.com/w.plunket,,,,,,,,,,,burger;fish_and_chips;pasta,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,W.Plunket,,,,,,Q7958488,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wplunket.ie/,https://www.wplunket.ie/bookings,https://www.wplunket.ie/menu,,limited,,,,,,center,POINT (-6.262467 53.347936),Dublin,EPSG:4326
way/250501876,way/250501876,,,,Dublin,,Dublin,,,42,,D01 X015,Middle Abbey Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Gin Palace,,,,,,,,,,,,,,,,Louis Fitzgerald Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ginpalace.ie/,,,,no,,,,,,center,POINT (-6.263437 53.347769),Dublin,EPSG:4326
way/250504040,way/250504040,,,,Dublin,,Dublin,,,78,,D01 RW24,Middle Abbey Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,The Oval,,,,,,,"Dublin CIty Council, Record of Protected Structures (2010), no. 17",,,,,,,Su-Th 09:00-00:00; Fr-Sa 09:00-01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,https://www.theoval.ie/,,,,limited,,,,,,center,POINT (-6.260339 53.348454),Dublin,EPSG:4326
way/251194993,way/251194993,,,,Dublin,,Dublin,,Bloom's Hotel,3,,D02 FK84,Anglesea Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,2025-10-19,,,,,,https://www.facebook.com/thevathousebar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,The Vat House,,,,,,,"Dublin City Council, Record of Protected Structures (2010), no. 161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.vathouse.ie/,,,,no,,,,,,center,POINT (-6.261982 53.344637),Dublin,EPSG:4326
way/251523512,way/251523512,,,,Dublin,,,,,13,,,Clarendon Street,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L. Mulligan Whiskey Shop,,,,,,,,,,,,,,Mo-Sa 11:00-19:00; Su 12:30-18:00,,,,,,yes,yes,,,,,+353 1 567 2256,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.261488 53.34201),Dublin,EPSG:4326
way/252713065,way/252713065,,,,Dublin,,Dublin,,,28,,D01 TH93,Dorset Street Lower,,,,,pub,,,,,,,,,,,,retail,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Auld Triangle,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.261584 53.359022),Dublin,EPSG:4326
way/252809417,way/252809417,,,,Dublin,,Dublin,,,151-152,,D01 V9Y6,Parnell Street,,,,O’Reilley’s,pub,,,,,,,,,,,,retail,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Deer’s Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.260165 53.353388),Dublin,EPSG:4326
way/252812514,way/252812514,,,,Dublin,,Dublin,,,160,,D01 Y4A7,Parnell Street,,,,The Shakesphere,pub,,,,,,,,,,,,retail,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kimchi.hophouse@gmail.com,,,,,,,,,,,,,,,,,,,,,,Hophouse,,,,,,,,The Shakespeare,,,,,,,,,yes,,,,,,,,,+353 1 872 8318,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.260802 53.353048),Dublin,EPSG:4326
